country,LocCode,time_period,dpt,measles,tetanus,co2_metric_tons_per_capita,sf6_metric_tons,nitrous_oxide_metric_tons,hfc_metric_tons,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",life_expectancy_total,life_expectancy_female,life_expectancy_male,alcohol,tobacco,working_hours,bmi_over30,pm2_5,polio,bcg,hepb
Greece,GRC,2008,99,99,0,9.06404087783071,115.4,5420,1000.3,0,79.9390243902439,82.5,77.5,8.73 ,0.0,1826.74382416868,19.9 ,0,99.0,0.0,95.0
Hungary,HUN,2008,99,99,0,5.28083338562031,28.9,5680,1652.9,0,73.7024390243903,77.8,69.8,11.75 ,0.0,1702.14559959348,21.9 ,0,99.0,99.0,0.0
Iceland,ISL,2008,98,96,0,6.86800225181372,4,400,61.8,0,81.609756097561,83.3,80,7.19 ,0.0,1639.46280991736,17.6 ,0,98.0,0.0,0.0
Ireland,IRL,2008,93,89,0,10.197026419453,69.9,9140,1152.6,0,80.0951219512195,82.4,77.9,12.18 ,0.0,1794.75326818305,19.9 ,0,93.0,34.0,0.0
Italy,ITA,2008,96,90,0,7.56424848741515,992.1,18650,11924.5,0,81.4853658536585,84.2,78.9,7.96 ,0.0,1806.5,17 ,0,96.0,0.0,96.0
Latvia,LVA,2008,94,96,0,3.72475897303075,0,1700,1233.1,0,72.419512195122,77.9,67.2,11.84 ,0.0,1715.87800216079,18.1 ,0,94.0,95.0,93.0
Lithuania,LTU,2008,96,97,0,4.08350754514502,0,6000,915.7,0,71.8121951219512,77.6,66.3,13.79 ,0.0,1687.24776636317,20.5 ,0,96.0,99.0,96.0
Luxembourg,LUX,2008,99,96,0,22.5519297201754,0,380,131.2,0,80.5390243902439,83.1,78.1,11.99 ,0.0,1573.54134508026,18.2 ,0,96.0,0.0,94.0
Malta,MLT,2008,72,78,0,6.6442099585231,0,60,153.2,0,79.6365853658537,82.3,77.1,6.87 ,0.0,0.0,25.2 ,0,72.0,0.0,86.0
Netherlands,NLD,2008,97,96,0,10.0464605454302,141.4,8620,3988.8,0,80.2512195121951,82.3,78.3,9.51 ,0.0,1369.0,16.3 ,0,97.0,0.0,0.0
North Macedonia,MKD,2008,95,98,0,4.63139811668013,0,570,157.6,0,74.4,76.5,72.4,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2008,94,93,0,7.73245798045154,222.2,4010,422,0,80.5926829268293,83,78.3,6.75 ,0.0,1443.0,19.2 ,0,94.0,0.0,0.0
Poland,POL,2008,99,98,0,8.08718290886395,251.7,24050,2378,0,75.5439024390244,80,71.3,10.8 ,0.0,1751.99963710586,19.6 ,0,96.0,93.0,98.0
Portugal,PRT,2008,97,97,0,5.38350514038436,132.4,3690,854.4,0,78.5243902439025,81.7,75.5,11.47 ,0.0,1696.47644216045,16 ,0,97.0,98.0,97.0
Romania,ROU,2008,96,96,0,4.64605019598889,2.3,9230,596.4,0,72.5658536585366,76.1,69.2,12.38 ,0.0,0.0,18.7 ,0,95.0,99.0,97.0
Serbia,SRB,2008,95,92,0,6.77938732068973,0,4470,5979,0,73.8853658536585,76.6,71.3,9.59 ,0.0,0.0,17.2 ,0,95.0,99.0,93.0
Slovak Republic,SVK,2008,99,99,0,6.89689375309103,0,2870,442.3,0,74.7048780487805,78.7,70.9,0,0.0,1702.09581783956,0,0,0.0,0.0,0.0
Slovenia,SVN,2008,97,96,0,8.58846445105644,2.3,830,486,0,78.7658536585366,82.3,75.4,10.94 ,0.0,1606.0,16 ,0,97.0,0.0,0.0
Spain,ESP,2008,97,98,0,7.05638771459665,893.4,20580,8600.9,0,81.1756097560976,84.3,78.2,10.24 ,0.0,1652.0,20.8 ,0,97.0,0.0,97.0
Sweden,SWE,2008,98,96,0,5.0056202349267,168.1,5450,1498,0,81.1,83.2,79.1,7.02 ,0.0,1471.28275495887,15.9 ,0,98.0,23.0,0.0
Switzerland,CHE,2008,95,92,0,5.87891079111922,448.3,2590,2116.4,0,81.9926829268293,84.4,79.7,10.29 ,0.0,1659.5,14.8 ,0,96.0,0.0,0.0
Turkiye,TUR,2008,96,97,71,4.0267397508181,1898.8,23830,3950.8,0,74.45,77.69,71.248,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2008,92,86,0,8.33789163921445,528.9,30790,11796,0,79.6,81.7,77.6,0,0.0,1485.75444201503,0,0,0.0,0.0,0.0
Albania,ALB,2009,98,97,87,1.44149356167856,0,1120,0,0,77.781,80.544,75.316,5.79 ,0.0,0.0,16.8 ,0,98.0,97.0,98.0
Austria,AUT,2009,83,76,0,7.72114398171392,0,3770,0,0,80.3317073170732,83.2,77.6,11.87 ,0.0,1468.0,16.1 ,0,83.0,0.0,83.0
Belgium,BEL,2009,98,95,0,9.23170127271377,0,5680,0,0,80.0341463414634,82.8,77.4,10.1 ,0.0,1429.0,19.5 ,0,98.0,0.0,97.0
Bulgaria,BGR,2009,94,96,0,5.76403094864345,0,3790,0,0,73.4121951219512,77.1,69.9,10.53 ,0.0,0.0,21.6 ,0,94.0,98.0,96.0
Croatia,HRV,2009,96,95,0,4.71757156457357,0,2240,0,0,76.1682926829268,79.6,72.9,11.11 ,0.0,0.0,20.1 ,0,96.0,99.0,97.0
Cyprus,CYP,2009,99,87,0,7.45291944993419,0,380,0,0,79.401,81.766,77.109,10.81 ,0.0,0.0,18.8 ,0,99.0,0.0,96.0
Czechia,CZE,2009,99,98,0,10.6444541759874,0,4690,0,0,77.0780487804878,80.1,74.2,13.43 ,0.0,0.0,23.1 ,0,99.0,98.0,99.0
Denmark,DNK,2009,89,84,0,8.67810535672043,0,5070,0,0,78.5975609756098,80.8,76.5,10.08 ,0.0,1392.73554867326,15.3 ,0,89.0,0.0,0.0
Estonia,EST,2009,95,95,0,11.2775054538427,0,1280,0,0,74.8243902439024,80.1,69.8,14.66 ,0.0,1726.0,17.5 ,0,95.0,97.0,95.0
Finland,FIN,2009,99,98,0,10.1482130407676,0,5520,0,0,79.719512195122,83.1,76.5,9.96 ,0.0,1514.0,18.7 ,0,99.0,0.0,0.0
France,FRA,2009,98,89,0,5.31178089832975,0,39760,0,0,81.4146341463415,85,78,12.66 ,0.0,1429.94750010254,18.7 ,0,98.0,0.0,51.0
Germany,DEU,2009,96,97,0,8.97178632048294,0,44590,0,0,79.8365853658537,82.5,77.3,11.23 ,0.0,1325.55804564555,18.3 ,0,95.0,0.0,88.0
Greece,GRC,2009,99,99,0,8.52974276205479,0,4960,0,0,80.1878048780488,82.8,77.7,8.32 ,0.0,1812.37720913573,20.4 ,0,99.0,0.0,95.0
Hungary,HUN,2009,99,99,0,4.77318874275645,0,5150,0,0,73.9048780487805,77.9,70.1,11.52 ,0.0,1672.74743995127,22.2 ,0,99.0,99.0,0.0
Iceland,ISL,2009,96,92,0,6.62482423836756,0,350,0,0,81.7512195121951,83.8,79.8,7.24 ,0.0,1555.50809061489,17.8 ,0,96.0,0.0,0.0
Ireland,IRL,2009,94,90,0,8.94303147441854,0,9390,0,0,80.190243902439,82.7,77.8,10.93 ,0.0,1766.0834338374,20.6 ,0,94.0,30.0,0.0
Italy,ITA,2009,96,90,0,6.71897021972187,0,17370,0,0,81.6365853658537,84.3,79.1,7.25 ,0.0,1775.2,17.4 ,0,96.0,0.0,96.0
Latvia,LVA,2009,94,92,0,3.43657219370239,0,1700,0,0,73.0804878048781,78.1,68.3,9.85 ,0.0,1674.43698860593,18.5 ,0,94.0,96.0,92.0
Lithuania,LTU,2009,98,96,0,3.695956383408,0,3920,0,0,72.9146341463415,78.6,67.5,12.97 ,0.0,1626.00568264849,20.9 ,0,98.0,99.0,95.0
Luxembourg,LUX,2009,99,96,0,20.9729934135623,0,370,0,0,80.6365853658537,83.3,78.1,11.98 ,0.0,1513.99440344738,18.5 ,0,96.0,0.0,95.0
Malta,MLT,2009,73,82,0,6.08518775704648,0,60,0,0,80.2414634146342,82.7,77.9,7.1 ,0.0,0.0,25.7 ,0,73.0,0.0,86.0
Netherlands,NLD,2009,97,96,0,9.70878635717226,0,8560,0,0,80.5487804878049,82.7,78.5,9.12 ,0.0,1359.94020646199,16.8 ,0,97.0,0.0,0.0
North Macedonia,MKD,2009,96,96,0,4.32541343080342,0,550,0,0,74.4463414634146,76.7,72.3,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2009,94,93,0,7.75152707053078,0,3440,0,0,80.7951219512195,83.1,78.6,6.68 ,0.0,1421.8,19.7 ,0,94.0,0.0,0.0
Poland,POL,2009,99,98,0,7.79154704890447,0,20780,0,0,75.6951219512195,80.1,71.5,10.17 ,0.0,1740.69082604547,20.1 ,0,96.0,94.0,98.0
Portugal,PRT,2009,96,95,0,5.3272788984834,0,3410,0,0,78.7268292682927,81.8,75.8,11.5 ,0.0,1702.50344739009,16.5 ,0,96.0,98.0,96.0
Romania,ROU,2009,95,96,0,3.96268813548145,0,8670,0,0,73.309756097561,77.1,69.7,11.01 ,0.0,0.0,19.2 ,0,95.0,99.0,95.0
Serbia,SRB,2009,95,95,0,6.40229949128352,0,5070,0,0,73.9853658536585,76.7,71.4,9.78 ,0.0,0.0,17.7 ,0,97.0,98.0,93.0
Slovak Republic,SVK,2009,99,99,0,6.29547788403104,0,2630,0,0,74.909756097561,78.7,71.3,0,0.0,1683.54099730951,0,0,0.0,0.0,0.0
Slovenia,SVN,2009,96,95,0,7.60417510335344,0,810,0,0,78.9707317073171,82.3,75.8,10.52 ,0.0,1620.0,16.4 ,0,96.0,0.0,0.0
Spain,ESP,2009,96,98,0,6.20085682722524,0,20230,0,0,81.4756097560976,84.6,78.5,9.99 ,0.0,1656.0,21.2 ,0,96.0,0.0,96.0
Sweden,SWE,2009,98,97,0,4.61148915371059,0,5210,0,0,81.3512195121951,83.4,79.4,7.31 ,0.0,1457.93161385157,16.2 ,0,98.0,21.0,0.0
Switzerland,CHE,2009,95,92,0,5.63932737800519,0,2550,0,0,82.0439024390244,84.4,79.8,10.15 ,0.0,1650.8,15 ,0,96.0,0.0,0.0
Turkiye,TUR,2009,96,97,71,3.98514974124723,0,26780,0,0,74.765,77.988,71.57,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2009,93,86,0,7.49065398801783,0,28480,0,0,80.0512195121951,82.1,78.1,0,0.0,1481.51749968989,0,0,0.0,0.0,0.0
Albania,ALB,2010,99,99,87,1.52762366260495,0,1110,105,7.69,77.936,80.688,75.493,4.88 ,28.0,0.0,17.4 ,21.95 ,99.0,99.0,99.0
Austria,AUT,2010,86,80,0,8.36501490116616,183,3780,2835,12.2,80.5804878048781,83.5,77.8,12.1 ,34.5,1468.0,16.4 ,15.62 ,86.0,0.0,86.0
Belgium,BEL,2010,98,95,0,9.79479224161996,93,6190,2657,11.4,80.1829268292683,83,77.5,10.27 ,24.1,1432.0,19.7 ,16.08 ,98.0,0.0,97.0
Bulgaria,BGR,2010,94,97,0,6.04954401644367,0,3720,648,11.32,73.5121951219512,77.2,70,9.82 ,36.5,0.0,22.1 ,23.87 ,94.0,98.0,95.0
Croatia,HRV,2010,97,96,0,4.53039920931556,0,2500,78,10.08,76.4756097560976,79.6,73.5,10.71 ,31.3,0.0,20.6 ,20.99 ,97.0,99.0,97.0
Cyprus,CYP,2010,99,87,0,6.99309374053271,0,390,304,11.35,79.665,82.048,77.362,11.33 ,22.2,0.0,19.2 ,18.53 ,99.0,0.0,96.0
Czechia,CZE,2010,99,98,0,10.7165940611452,5,4550,3613,14.06,77.4243902439025,80.6,74.4,12.68 ,27.3,0.0,23.6 ,20.25 ,99.0,0.0,99.0
Denmark,DNK,2010,90,85,0,8.67389123204855,36,4980,1693,11,79.1,81.2,77.1,10.27 ,24.2,1398.97933553883,15.5 ,12.27 ,90.0,0.0,0.0
Estonia,EST,2010,94,95,0,14.2698886573161,2,1310,58,12.39,75.4292682926829,80.5,70.6,14.97 ,26.4,1765.0,17.9 ,8.47 ,94.0,97.0,94.0
Finland,FIN,2010,99,98,0,11.6587534771719,76,5190,1203,12.59,79.8707317073171,83.2,76.7,9.72 ,20.1,1521.0,18.9 ,7.07 ,99.0,0.0,0.0
France,FRA,2010,99,89,0,5.34794592819296,1431,38680,18867,12.4,81.6634146341463,85.3,78.2,12.3 ,30.9,1438.6353066842,19.2 ,14.45 ,99.0,0.0,64.0
Germany,DEU,2010,96,97,0,9.4533997219536,5336,37560,19780,12.64,79.9878048780488,82.6,77.5,11.58 ,25.1,1349.85300960775,18.6 ,15.06 ,94.0,0.0,88.0
Greece,GRC,2010,99,99,0,7.87494977728448,99,5350,1204,9.67,80.3878048780488,83,77.9,8.33 ,36.7,1711.86163174536,20.9 ,19.7 ,99.0,0.0,95.0
Hungary,HUN,2010,99,99,0,4.7879890944366,26,5000,1749,12.09,74.2073170731707,78.1,70.5,10.7 ,29.7,1684.0472792307,22.5 ,19.48 ,99.0,99.0,0.0
Iceland,ISL,2010,96,93,0,6.16272756703372,3,350,81,7.5,81.8975609756097,84.1,79.8,6.79 ,18.2,1548.21100917431,18.1 ,6.91 ,96.0,0.0,0.0
Ireland,IRL,2010,94,90,0,8.81329661529246,59,8940,1192,12.07,80.7439024390244,83.1,78.5,11.57 ,26.1,1600.8589353273,21.2 ,9.9 ,94.0,30.0,46.0
Italy,ITA,2010,96,91,0,6.83683617681371,987,16820,14097,7.34,82.0365853658537,84.7,79.5,6.95 ,19.6,1776.8,17.8 ,20.11 ,96.0,0.0,96.0
Latvia,LVA,2010,92,95,0,4.06187225496527,0,1730,1345,11.63,73.4829268292683,78.4,68.8,9.83 ,25.1,1663.58239099819,18.9 ,16.48 ,92.0,92.0,91.0
Lithuania,LTU,2010,95,96,0,4.06808304231571,0,3820,1293,15.25,73.2682926829268,78.8,68,13.22 ,23.2,1656.32784432848,21.4 ,13.87 ,95.0,99.0,94.0
Luxembourg,LUX,2010,99,96,0,21.757440498372,0,370,145,12.98,80.6317073170732,83.5,77.9,11.84 ,22.5,1519.8214879172,18.9 ,12.38 ,96.0,0.0,94.0
Malta,MLT,2010,76,73,0,6.24837135632921,0,60,173,6.58,81.3975609756098,83.6,79.3,6.99 ,23.9,0.0,26.2 ,17.17 ,76.0,0.0,75.0
Netherlands,NLD,2010,97,96,0,10.2982812571494,159,8350,4612,10.21,80.7024390243902,82.7,78.8,9.34 ,25.0,1356.632553738,17.4 ,15.01 ,97.0,0.0,0.0
North Macedonia,MKD,2010,95,98,0,4.20437154541925,0,570,185,5.93,74.9975609756098,77.2,72.9,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2010,93,93,0,8.46959818136028,157,3330,465,8.94,80.9975609756098,83.2,78.9,6.59 ,25.8,1429.8,20.2 ,7.86 ,93.0,0.0,0.0
Poland,POL,2010,99,98,0,8.24702807670685,273,21560,2036,11.21,76.2463414634146,80.6,72.1,10.07 ,25.9,1741.11909662022,20.6 ,26.32 ,96.0,93.0,98.0
Portugal,PRT,2010,98,96,0,4.81788677178018,161,3360,1052,12.51,79.0268292682927,82.1,76.1,11.26 ,17.4,1710.43342741605,17 ,10.55 ,97.0,96.0,97.0
Romania,ROU,2010,94,95,0,3.83367892977547,2,9190,758,13.97,73.4585365853659,77.3,69.8,10.01 ,21.6,0.0,19.7 ,18.06 ,94.0,99.0,98.0
Serbia,SRB,2010,91,95,0,6.45963270803187,0,4260,7204,11.69,74.3365853658537,77,71.8,8.87 ,39.1,0.0,18.2 ,29.42 ,91.0,99.0,89.0
Slovak Republic,SVK,2010,99,98,0,6.57154288347648,0,2460,1522,12,75.1121951219512,78.8,71.6,0,0.0,1714.32860230321,0,0,0.0,0.0,0.0
Slovenia,SVN,2010,96,95,0,7.70288522992293,2,820,539,11.54,79.4219512195122,82.7,76.3,10.33 ,21.3,1636.0,16.8 ,19.69 ,96.0,0.0,0.0
Spain,ESP,2010,97,95,0,5.86664242575026,944,20700,9968,10.03,81.6268292682927,84.7,78.7,8.94 ,27.9,1644.0,21.4 ,12.72 ,97.0,0.0,97.0
Sweden,SWE,2010,98,97,0,5.13215551466415,166,5430,1593,9.49,81.4512195121951,83.5,79.5,7.38 ,26.7,1483.01758914872,16.4 ,7.52 ,98.0,23.0,0.0
Switzerland,CHE,2010,95,92,0,5.7777028569243,378,2560,2277,11.41,82.2463414634147,84.5,80.1,10.01 ,23.3,1611.23500886904,15.3 ,12.76 ,96.0,0.0,0.0
Turkiye,TUR,2010,97,97,90,4.05913771362869,1972,26260,4695,2.32,75.069,78.221,71.927,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2010,94,89,0,7.68628233356203,557,29010,13279,12.06,80.4024390243902,82.4,78.5,0,0.0,1470.68975819232,0,0,0.0,0.0,0.0
Albania,ALB,2011,99,99,87,1.66942319005525,0,1150,0,0,78.092,80.798,75.693,5.03 ,0.0,0.0,18.1 ,23 ,99.0,97.0,99.0
Austria,AUT,2011,89,84,0,8.13547438124649,0,3780,0,0,80.9829268292683,83.8,78.3,11.9 ,0.0,1468.0,16.7 ,15.99 ,89.0,0.0,89.0
Belgium,BEL,2011,98,95,0,8.74050515161928,0,4940,0,0,80.5853658536585,83.3,78,10.14 ,0.0,1443.0,19.9 ,16.29 ,98.0,0.0,97.0
Bulgaria,BGR,2011,95,95,0,6.75527812444523,0,4360,0,0,74.1634146341463,77.8,70.7,9.88 ,0.0,0.0,22.7 ,24.29 ,95.0,98.0,96.0
Croatia,HRV,2011,96,96,0,4.44561577421354,0,2630,0,0,76.7756097560976,79.9,73.8,11.01 ,0.0,0.0,21.2 ,22.07 ,96.0,99.0,96.0
Cyprus,CYP,2011,99,87,0,6.66325508690257,0,380,0,0,79.999,82.336,77.736,10.71 ,0.0,0.0,19.6 ,17.57 ,99.0,0.0,96.0
Czechia,CZE,2011,99,98,0,10.4010178048188,0,4710,0,0,77.8731707317073,81.1,74.8,12.56 ,0.0,0.0,24 ,20.8 ,99.0,0.0,99.0
Denmark,DNK,2011,91,87,0,7.73708668950354,0,4970,0,0,79.8,81.9,77.8,10.45 ,0.0,1412.80068596507,15.7 ,12.98 ,91.0,0.0,0.0
Estonia,EST,2011,93,94,0,13.6880113333222,0,1320,0,0,76.2292682926829,81.3,71.4,16.27 ,0.0,1806.0,18.3 ,7.65 ,93.0,99.0,94.0
Finland,FIN,2011,99,97,0,10.2296244383886,0,4750,0,0,80.4707317073171,83.8,77.3,9.81 ,0.0,1521.0,19.2 ,7.03 ,99.0,0.0,0.0
France,FRA,2011,99,89,0,5.12875996093606,0,36730,0,0,82.1146341463415,85.7,78.7,12.35 ,0.0,1445.2938842299,19.6 ,14.72 ,99.0,0.0,74.0
Germany,DEU,2011,95,97,0,9.29903629464176,0,36010,0,0,80.4365853658537,83.1,77.9,11.33 ,0.0,1353.49315179512,18.9 ,15.42 ,94.0,0.0,87.0
Greece,GRC,2011,99,99,0,7.61375705008733,0,5900,0,0,80.7317073170732,83.6,78,7.48 ,0.0,1726.19239762868,21.4 ,19.55 ,99.0,0.0,95.0
Hungary,HUN,2011,99,99,0,4.70430045341315,0,5290,0,0,74.8585365853659,78.7,71.2,11.37 ,0.0,1674.93567459841,22.9 ,20.29 ,99.0,99.0,0.0
Iceland,ISL,2011,95,94,0,5.92450483582191,0,350,0,0,82.3585365853659,84.1,80.7,6.84 ,0.0,1558.07268007787,18.3 ,7.46 ,95.0,0.0,0.0
Ireland,IRL,2011,95,92,0,8.00858680870827,0,8820,0,0,80.7463414634146,83,78.6,11.49 ,0.0,1599.20619739862,21.8 ,10.6 ,95.0,41.0,95.0
Italy,ITA,2011,96,90,0,6.6805941975212,0,16280,0,0,82.1878048780488,84.8,79.7,6.98 ,0.0,1772.6,18.2 ,20.73 ,96.0,0.0,96.0
Latvia,LVA,2011,92,92,0,3.8354933125832,0,1750,0,0,73.5756097560976,78.8,68.6,10.11 ,0.0,1674.91365293481,19.4 ,15.06 ,92.0,93.0,89.0
Lithuania,LTU,2011,92,94,0,3.91332574273754,0,4160,0,0,73.5634146341464,79.3,68.1,14.76 ,0.0,1630.55152067387,21.8 ,12.77 ,92.0,98.0,95.0
Luxembourg,LUX,2011,99,96,0,21.0283837246676,0,380,0,0,80.9878048780488,83.6,78.5,11.74 ,0.0,1519.52902121479,19.2 ,12.63 ,96.0,0.0,95.0
Malta,MLT,2011,96,84,0,6.17390703403288,0,50,0,0,80.7463414634146,83,78.6,6.89 ,0.0,0.0,26.7 ,16.46 ,96.0,0.0,82.0
Netherlands,NLD,2011,97,96,0,9.51113044083199,0,8210,0,0,81.2048780487805,83.1,79.4,8.95 ,0.0,1358.15515851693,18 ,15.53 ,97.0,0.0,20.0
North Macedonia,MKD,2011,96,97,0,4.62463934750018,0,570,0,0,75.1,77.2,73.1,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2011,94,93,0,7.9950120963167,0,3300,0,0,81.2951219512195,83.6,79.1,6.44 ,0.0,1434.7,20.8 ,8.32 ,94.0,0.0,0.0
Poland,POL,2011,99,98,0,8.1598380469009,0,21250,0,0,76.6951219512195,81.1,72.5,10.24 ,0.0,1734.20058813755,20.9 ,27.02 ,96.0,94.0,98.0
Portugal,PRT,2011,97,97,0,4.72362922227151,0,3090,0,0,80.4707317073171,83.8,77.3,10.86 ,0.0,1688.21416739058,17.5 ,10.68 ,97.0,97.0,97.0
Romania,ROU,2011,89,93,0,4.17222388565951,0,9110,0,0,74.409756097561,78.2,70.8,9.58 ,0.0,0.0,20 ,18.68 ,89.0,99.0,96.0
Serbia,SRB,2011,94,93,0,7.08173879597671,0,4380,0,0,74.5365853658537,77.2,72,8.55 ,0.0,0.0,18.6 ,30.68 ,94.0,99.0,94.0
Slovak Republic,SVK,2011,99,98,0,6.32040976186296,0,2140,0,0,75.9585365853659,79.8,72.3,0,0.0,1704.57428356934,0,0,0.0,0.0,0.0
Slovenia,SVN,2011,96,96,0,7.64793011899356,0,830,0,0,79.9707317073171,83.3,76.8,10.61 ,0.0,1622.0,17.2 ,20.55 ,96.0,0.0,0.0
Spain,ESP,2011,97,97,0,5.87043562968744,0,19650,0,0,82.4756097560976,85.6,79.5,8.74 ,0.0,1645.0,21.7 ,13.09 ,97.0,0.0,97.0
Sweden,SWE,2011,98,97,0,4.71785341605218,0,5190,0,0,81.8024390243903,83.8,79.9,7.31 ,0.0,1483.8625893551,16.7 ,7.76 ,98.0,23.0,29.0
Switzerland,CHE,2011,96,93,0,5.2057541375837,0,2510,0,0,82.6951219512195,85,80.5,9.99 ,0.0,1608.30928393012,15.5 ,13 ,96.0,0.0,0.0
Turkiye,TUR,2011,97,98,90,4.28345008499495,0,26140,0,0,74.941,78.144,71.779,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2011,95,90,0,7.04391999055769,0,28050,0,0,80.9512195121951,83,79,0,0.0,1481.98827105935,0,0,0.0,0.0,0.0
Albania,ALB,2012,99,98,87,1.50324046003101,0,1150,0,0,78.064,80.703,75.73,4.43 ,0.0,0.0,18.8 ,21.7 ,99.0,96.0,99.0
Austria,AUT,2012,92,88,0,7.72361448670012,0,3830,0,0,80.9365853658537,83.6,78.4,12.1 ,0.0,1453.0,17 ,14.25 ,92.0,0.0,92.0
Belgium,BEL,2012,99,96,0,8.5775258769088,0,4950,0,0,80.3853658536585,83.1,77.8,10.09 ,0.0,1440.0,20.1 ,14.64 ,99.0,0.0,98.0
Bulgaria,BGR,2012,95,94,0,6.16215310962387,0,3450,0,0,74.3146341463415,77.9,70.9,10.88 ,0.0,0.0,23.1 ,22.22 ,95.0,97.0,95.0
Croatia,HRV,2012,96,95,0,4.07961645686177,0,2330,0,0,76.9243902439024,80.1,73.9,10.58 ,0.0,0.0,21.8 ,19.89 ,96.0,99.0,96.0
Cyprus,CYP,2012,99,86,0,6.13891580228936,0,380,0,0,80.109,82.15,78.091,10.58 ,0.0,0.0,20.1 ,16.23 ,99.0,0.0,96.0
Czechia,CZE,2012,99,98,0,10.091539280351,0,5140,0,0,78.0756097560976,81.2,75.1,12.83 ,0.0,0.0,24.5 ,18.8 ,99.0,0.0,99.0
Denmark,DNK,2012,94,90,0,6.83528732540744,0,5000,0,0,80.0512195121951,82.1,78.1,9.23 ,0.0,1400.97237774206,16 ,11.44 ,94.0,0.0,0.0
Estonia,EST,2012,94,94,0,12.7693736048558,0,1350,0,0,76.3268292682927,81.5,71.4,16.96 ,0.0,1775.0,18.7 ,7.38 ,94.0,97.0,94.0
Finland,FIN,2012,99,97,0,9.12638797795779,0,4780,0,0,80.6268292682927,83.7,77.7,9.27 ,0.0,1513.0,19.5 ,6.33 ,99.0,0.0,0.0
France,FRA,2012,99,91,0,5.15395169929832,0,37300,0,0,81.9682926829268,85.4,78.7,12.22 ,0.0,1439.77200589005,20 ,13.29 ,99.0,0.0,78.0
Germany,DEU,2012,95,97,0,9.45131770529489,0,36100,0,0,80.5390243902439,83.1,78.1,11.32 ,0.0,1336.10488839107,19.2 ,13.76 ,94.0,0.0,87.0
Greece,GRC,2012,99,99,0,7.25123735394112,0,5100,0,0,80.6341463414634,83.4,78,7.62 ,0.0,1737.00433448151,22 ,17.7 ,99.0,0.0,98.0
Hungary,HUN,2012,99,99,0,4.37786446756437,0,5160,0,0,75.0634146341463,78.7,71.6,11.13 ,0.0,1665.52326458591,23.2 ,18.1 ,99.0,99.0,0.0
Iceland,ISL,2012,89,90,0,5.7995236106247,0,360,0,0,82.9170731707317,84.3,81.6,6.82 ,0.0,1541.72084130019,18.5 ,6.64 ,89.0,0.0,0.0
Ireland,IRL,2012,95,92,0,8.07255890285279,0,9320,0,0,80.8463414634146,83.1,78.7,11.38 ,0.0,1602.68459814281,22.4 ,9.43 ,95.0,42.0,95.0
