country,LocCode,time_period,dpt,measles,tetanus,co2_metric_tons_per_capita,sf6_metric_tons,nitrous_oxide_metric_tons,hfc_metric_tons,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",life_expectancy_total,life_expectancy_female,life_expectancy_male,alcohol,tobacco,working_hours,bmi_over30,pm2_5,polio,bcg,hepb
Italy,ITA,2012,97,90,0,6.32770894762567,0,16730,0,0,82.2390243902439,84.8,79.8,7.48 ,0.0,1733.6,18.5 ,18.52 ,96.0,0.0,96.0
Latvia,LVA,2012,91,90,0,3.72114706280646,0,1820,0,0,73.7780487804878,78.9,68.9,10.2 ,0.0,1665.96298022594,19.8 ,14.35 ,91.0,94.0,90.0
Lithuania,LTU,2012,93,93,0,3.99294066355637,0,3980,0,0,73.8634146341464,79.6,68.4,14.97 ,0.0,1629.43284416865,22.3 ,12.19 ,93.0,98.0,93.0
Luxembourg,LUX,2012,99,99,0,20.1338734643133,0,360,0,0,81.3926829268293,83.8,79.1,11.67 ,0.0,1512.81423991901,19.5 ,11.32 ,99.0,0.0,94.0
Malta,MLT,2012,99,93,0,6.47575882705493,0,60,0,0,80.7463414634146,83,78.6,7.18 ,0.0,0.0,27.1 ,14.39 ,99.0,0.0,93.0
Netherlands,NLD,2012,97,96,0,9.39840992899316,0,8290,0,0,81.1048780487805,83,79.3,9 ,0.0,1348.14418918919,18.5 ,13.75 ,97.0,0.0,20.0
North Macedonia,MKD,2012,95,96,0,4.39097864515986,0,540,0,0,74.9024390243903,76.9,73,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2012,95,94,0,7.66951116950312,0,3290,0,0,81.4512195121951,83.5,79.5,6.21 ,0.0,1431.1,21.1 ,7.33 ,95.0,0.0,0.0
Poland,POL,2012,99,98,0,7.96964766522079,0,21680,0,0,76.7463414634146,81.1,72.6,10.21 ,0.0,1725.85888828628,21.2 ,24.47 ,95.0,94.0,97.0
Portugal,PRT,2012,98,97,0,4.58589791923714,0,3100,0,0,80.3731707317073,83.6,77.3,9.76 ,0.0,1676.56340725661,18.1 ,9.43 ,98.0,99.0,98.0
Romania,ROU,2012,91,94,0,4.08065887182474,0,8380,0,0,74.4121951219512,78.1,70.9,9.66 ,0.0,0.0,20.3 ,16.96 ,92.0,99.0,96.0
Serbia,SRB,2012,91,87,0,6.3605377349801,0,4880,0,0,74.8365853658537,77.5,72.3,8.78 ,0.0,0.0,19.1 ,27.88 ,93.0,98.0,97.0
Slovak Republic,SVK,2012,99,99,0,5.98234412740361,0,2030,0,0,76.109756097561,79.9,72.5,0,0.0,1701.20289587634,0,0,0.0,0.0,0.0
Slovenia,SVN,2012,96,95,0,7.34994226773871,0,820,0,0,80.1243902439024,83.3,77.1,10.95 ,0.0,1600.0,17.6 ,18.73 ,96.0,0.0,0.0
Spain,ESP,2012,96,97,0,5.75694679369718,0,19000,0,0,82.4268292682927,85.5,79.5,8.6 ,0.0,1626.0,21.9 ,11.83 ,96.0,0.0,96.0
Sweden,SWE,2012,98,98,0,4.42676161159845,0,5110,0,0,81.7048780487805,83.6,79.9,7.23 ,0.0,1471.37194201233,16.9 ,6.9 ,98.0,24.0,30.0
Switzerland,CHE,2012,96,93,0,5.31708634897664,0,2460,0,0,82.6975609756098,84.9,80.6,9.87 ,0.0,1592.56354785703,15.8 ,11.74 ,96.0,0.0,0.0
Turkiye,TUR,2012,97,96,90,4.36890533540618,0,28310,0,0,75.678,78.838,72.517,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2012,95,92,0,7.34346028155944,0,27660,0,0,80.9048780487805,82.8,79.1,0,0.0,1500.75525719473,0,0,0.0,0.0,0.0
Albania,ALB,2013,99,99,87,1.53363003912154,0,1120,0,0,78.123,80.781,75.786,4.28 ,0.0,0.0,19.5 ,19.77 ,99.0,99.0,99.0
Austria,AUT,2013,95,92,0,7.75369957604068,0,3850,0,0,81.1365853658537,83.8,78.6,12.1 ,0.0,1443.0,17.3 ,13.98 ,95.0,0.0,95.0
Belgium,BEL,2013,99,96,0,8.65547751219134,0,4840,0,0,80.5878048780488,83.2,78.1,10.33 ,0.0,1436.0,20.3 ,14.41 ,99.0,0.0,98.0
Bulgaria,BGR,2013,95,95,0,5.45896380820016,0,3780,0,0,74.8609756097561,78.6,71.3,10.32 ,0.0,0.0,23.4 ,21.16 ,95.0,97.0,95.0
Croatia,HRV,2013,96,94,0,3.99700265430152,0,1730,0,0,77.1268292682927,80.2,74.2,10.39 ,0.0,0.0,22.3 ,18.93 ,96.0,99.0,96.0
Cyprus,CYP,2013,99,86,0,5.51000526864372,0,340,0,0,80.402,82.405,78.409,9.07 ,0.0,0.0,20.5 ,16.12 ,99.0,0.0,96.0
Czechia,CZE,2013,98,99,0,9.62025725850339,0,4980,0,0,78.1756097560976,81.3,75.2,12.54 ,0.0,0.0,24.7 ,18.07 ,99.0,0.0,99.0
Denmark,DNK,2013,94,89,0,7.11673784909108,0,4910,0,0,80.3,82.4,78.3,9.44 ,0.0,1402.70600024123,16.2 ,10.97 ,94.0,0.0,0.0
Estonia,EST,2013,94,94,0,14.6586067303827,0,1370,0,0,77.1414634146341,81.7,72.8,17.75 ,0.0,1761.0,19.1 ,7.63 ,94.0,96.0,93.0
Finland,FIN,2013,98,97,0,9.2278464803108,0,4880,0,0,80.9756097560976,84.1,78,9.08 ,0.0,1509.0,19.7 ,6.2 ,98.0,0.0,0.0
France,FRA,2013,99,90,0,5.12951903165955,0,38280,0,0,82.219512195122,85.6,79,11.73 ,0.0,1427.37394940757,20.3 ,12.95 ,99.0,0.0,82.0
Germany,DEU,2013,93,97,0,9.62420735034554,0,36730,0,0,80.490243902439,83,78.1,11.08 ,0.0,1326.65222559768,19.5 ,13.27 ,93.0,0.0,87.0
Greece,GRC,2013,99,99,0,6.60999622870309,0,4800,0,0,81.2853658536585,84,78.7,7.55 ,0.0,1735.88807014703,22.5 ,17.32 ,99.0,0.0,98.0
Hungary,HUN,2013,99,99,0,4.12005058904123,0,5550,0,0,75.5658536585366,79.1,72.2,10.73 ,0.0,1662.07953762209,23.6 ,17.41 ,99.0,99.0,0.0
Iceland,ISL,2013,91,91,0,6.26999904680499,0,350,0,0,82.0609756097561,83.7,80.5,6.8 ,0.0,1540.55279503106,18.7 ,6.39 ,91.0,0.0,0.0
Ireland,IRL,2013,96,93,0,7.72305798597364,0,9260,0,0,80.9487804878049,83.1,78.9,10.51 ,0.0,1614.78319215381,23.1 ,9.33 ,96.0,76.0,95.0
Italy,ITA,2013,96,90,0,5.75190574350328,0,16560,0,0,82.690243902439,85.2,80.3,7.35 ,0.0,1719.1,18.9 ,17.91 ,96.0,0.0,96.0
Latvia,LVA,2013,94,96,0,3.70159288204297,0,1840,0,0,73.9829268292683,78.9,69.3,10.43 ,0.0,1660.39246022764,20.2 ,15.06 ,94.0,94.0,94.0
Lithuania,LTU,2013,93,93,0,3.83069346496745,0,3740,0,0,73.9146341463415,79.6,68.5,14.92 ,0.0,1616.2186559015,22.7 ,12.65 ,93.0,98.0,93.0
Luxembourg,LUX,2013,99,99,0,18.6800640800396,0,360,0,0,81.8,83.9,79.8,11.25 ,0.0,1503.71156178431,19.8 ,11.03 ,99.0,0.0,94.0
Malta,MLT,2013,99,99,0,5.56381101249411,0,70,0,0,81.7463414634146,84,79.6,7.32 ,0.0,0.0,27.6 ,14.31 ,99.0,0.0,94.0
Netherlands,NLD,2013,97,96,0,9.34812889468034,0,8200,0,0,81.3048780487805,83.2,79.5,8.59 ,0.0,1352.79590996431,19 ,13.2 ,97.0,0.0,51.0
North Macedonia,MKD,2013,98,96,0,3.94373747273431,0,550,0,0,75.4,77.5,73.4,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2013,94,93,0,7.77616764078752,0,3280,0,0,81.7512195121951,83.8,79.8,6.21 ,0.0,1421.3,21.5 ,7.13 ,94.0,0.0,0.0
Poland,POL,2013,99,98,0,7.84170480596286,0,20800,0,0,77,81.2,73,10.8 ,0.0,1721.32434228409,21.4 ,23.36 ,95.0,93.0,96.0
Portugal,PRT,2013,98,98,0,4.45239436903052,0,3110,0,0,80.7219512195122,84,77.6,9.52 ,0.0,1689.0951715416,18.6 ,9.44 ,98.0,99.0,98.0
Romania,ROU,2013,92,92,0,3.60744114403132,0,8580,0,0,75.0634146341463,78.7,71.6,9.65 ,0.0,0.0,20.6 ,15.96 ,88.0,98.0,96.0
Serbia,SRB,2013,95,92,0,6.48648031899791,0,4890,0,0,75.1853658536585,77.9,72.6,7.94 ,0.0,0.0,19.6 ,26.17 ,97.0,97.0,91.0
Slovak Republic,SVK,2013,98,98,0,6.08121342177546,0,1940,0,0,76.4121951219512,80.1,72.9,0,0.0,1686.103816975,0,0,0.0,0.0,0.0
Slovenia,SVN,2013,95,94,0,7.06326804093826,0,790,0,0,80.3219512195122,83.6,77.2,9.53 ,0.0,1619.0,18.1 ,17.98 ,95.0,0.0,0.0
Spain,ESP,2013,96,95,0,5.20827462861938,0,19560,0,0,83.0780487804878,86.1,80.2,8.55 ,0.0,1612.0,22.1 ,11.22 ,96.0,0.0,95.0
Sweden,SWE,2013,98,97,0,4.22275005138102,0,5140,0,0,81.9560975609756,83.8,80.2,7.32 ,0.0,1462.89289906718,17.2 ,6.61 ,98.0,27.0,35.0
Switzerland,CHE,2013,96,93,0,5.38115179883478,0,2480,0,0,82.7975609756098,85,80.7,9.74 ,0.0,1572.68872051852,16.1 ,11.38 ,96.0,0.0,0.0
Turkiye,TUR,2013,98,98,90,4.15495099376394,0,30780,0,0,76.297,79.398,73.162,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2013,95,93,0,7.07581833313404,0,27670,0,0,81.0048780487805,82.9,79.2,0,0.0,1504.71171064181,0,0,0.0,0.0,0.0
Albania,ALB,2014,98,98,92,1.66833737091547,0,1140,0,0,78.407,81.013,76.114,4.1 ,0.0,0.0,20.2 ,19.13 ,98.0,99.0,98.0
Austria,AUT,2014,98,96,0,7.26040422807808,0,3930,0,0,81.490243902439,84,79.1,12.4 ,0.0,1438.0,17.7 ,12.98 ,98.0,0.0,98.0
Belgium,BEL,2014,99,96,0,8.04171121528318,0,4820,0,0,81.2878048780488,83.9,78.8,10.57 ,0.0,1434.0,20.5 ,13.13 ,99.0,0.0,98.0
Bulgaria,BGR,2014,88,93,0,5.82092471406323,0,3850,0,0,74.4658536585366,78,71.1,10.3 ,0.0,0.0,23.7 ,21.17 ,88.0,97.0,95.0
Croatia,HRV,2014,95,94,0,3.83164446942416,0,1700,0,0,77.4780487804878,80.5,74.6,9.5 ,0.0,0.0,22.9 ,19.1 ,95.0,98.0,95.0
Cyprus,CYP,2014,99,86,0,5.78592087713163,0,340,0,0,80.771,82.723,78.817,9.63 ,0.0,0.0,20.9 ,14.88 ,99.0,0.0,96.0
Czechia,CZE,2014,97,99,0,9.26430284305406,0,5100,0,0,78.8243902439024,82,75.8,12.75 ,0.0,0.0,25 ,18.28 ,99.0,0.0,99.0
Denmark,DNK,2014,94,90,0,6.34715307409428,0,5090,0,0,80.7,82.8,78.7,9.55 ,0.0,1391.12569915217,16.5 ,10.39 ,94.0,0.0,0.0
Estonia,EST,2014,93,93,0,13.6473080298184,0,1400,0,0,77.0341463414634,81.9,72.4,17.29 ,0.0,1757.0,19.5 ,7.85 ,93.0,95.0,93.0
Finland,FIN,2014,98,96,0,8.45187190789146,0,4980,0,0,81.1804878048781,84.1,78.4,8.76 ,0.0,1506.0,20 ,5.77 ,98.0,0.0,0.0
France,FRA,2014,98,91,0,4.61605285360078,0,38530,0,0,82.719512195122,86.1,79.5,12.07 ,0.0,1421.86100559572,20.5 ,11.88 ,98.0,0.0,83.0
Germany,DEU,2014,93,97,0,9.08850689674467,0,37620,0,0,81.090243902439,83.6,78.7,11.07 ,0.0,1333.75848099943,19.8 ,12.47 ,93.0,0.0,87.0
Greece,GRC,2014,99,97,0,6.38517866075752,0,4670,0,0,81.3853658536585,84.1,78.8,7.06 ,0.0,1707.26885576668,23 ,15.61 ,99.0,0.0,96.0
Hungary,HUN,2014,99,99,0,4.11798842991385,0,5390,0,0,75.7634146341463,79.4,72.3,10.92 ,0.0,1679.92496379564,23.9 ,17.68 ,99.0,99.0,0.0
Iceland,ISL,2014,90,90,0,6.26172149180564,0,370,0,0,82.8609756097561,84.5,81.3,7.01 ,0.0,1529.55151515152,18.9 ,6.03 ,90.0,0.0,0.0
Ireland,IRL,2014,96,93,0,7.62816275260038,0,9210,0,0,81.3487804878049,83.5,79.3,10.88 ,0.0,1625.16076712435,23.7 ,8.74 ,96.0,74.0,95.0
Italy,ITA,2014,95,87,0,5.38747546025491,0,16200,0,0,83.090243902439,85.6,80.7,7.56 ,0.0,1716.3,19.1 ,16.69 ,95.0,0.0,95.0
Latvia,LVA,2014,92,95,0,3.65135215876578,0,1880,0,0,74.1243902439024,79.4,69.1,10.6 ,0.0,1670.37955612713,20.7 ,15.39 ,92.0,92.0,92.0
Lithuania,LTU,2014,93,93,0,3.70349265855099,0,3810,0,0,74.5170731707317,80.1,69.2,14.9 ,0.0,1611.81190994512,23.2 ,12.92 ,93.0,98.0,94.0
Luxembourg,LUX,2014,99,99,0,17.3461622172356,0,360,0,0,82.2292682926829,85.2,79.4,11.42 ,0.0,1508.10155239327,20.1 ,10.27 ,99.0,0.0,94.0
Malta,MLT,2014,99,98,0,5.43080531274497,0,70,0,0,82.0463414634146,84.3,79.9,7.14 ,0.0,0.0,28.1 ,13.9 ,99.0,0.0,90.0
Netherlands,NLD,2014,96,96,0,8.88170306744788,0,8500,0,0,81.7073170731707,83.5,80,8.38 ,0.0,1362.25383022774,19.3 ,12.49 ,96.0,0.0,94.0
North Macedonia,MKD,2014,95,93,0,3.72435686365862,0,560,0,0,75.4512195121951,77.5,73.5,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2014,93,94,0,7.61304932507459,0,3330,0,0,82.1,84.2,80.1,6.06 ,0.0,1424.1,21.8 ,6.62 ,93.0,0.0,0.0
Poland,POL,2014,98,97,0,7.51688948127014,0,20290,0,0,77.6024390243903,81.7,73.7,10.45 ,0.0,1726.44764482295,21.7 ,23.45 ,94.0,92.0,96.0
Portugal,PRT,2014,98,98,0,4.41589525234787,0,3240,0,0,81.1219512195122,84.4,78,10.2 ,0.0,1697.59072929647,19.2 ,7.9 ,98.0,99.0,98.0
Romania,ROU,2014,94,89,0,3.59335357757559,0,8310,0,0,74.909756097561,78.7,71.3,9.48 ,0.0,0.0,20.9 ,15.96 ,94.0,98.0,94.0
Serbia,SRB,2014,93,86,0,5.46379410085142,0,4140,0,0,75.3365853658537,78,72.8,7.19 ,0.0,0.0,20.1 ,26.27 ,93.0,98.0,92.0
Slovak Republic,SVK,2014,97,97,0,5.61763652417007,0,2010,0,0,76.8121951219512,80.5,73.3,0,0.0,1676.2953146465,0,0,0.0,0.0,0.0
Slovenia,SVN,2014,95,94,0,6.35796644811162,0,790,0,0,81.0780487804878,84.1,78.2,10.92 ,0.0,1633.0,18.5 ,17.91 ,95.0,0.0,0.0
Spain,ESP,2014,97,96,0,5.18406700444856,0,20360,0,0,83.2292682926829,86.2,80.4,7.85 ,0.0,1609.0,22.3 ,10.31 ,97.0,0.0,96.0
Sweden,SWE,2014,97,97,0,4.0304825162931,0,5350,0,0,82.2536585365854,84.2,80.4,7.2 ,0.0,1464.35975425907,17.5 ,6.3 ,97.0,26.0,42.0
Switzerland,CHE,2014,96,94,0,4.8591655248048,0,2450,0,0,83.1975609756098,85.4,81.1,9.62 ,0.0,1564.47038560536,16.3 ,10.51 ,96.0,0.0,0.0
Turkiye,TUR,2014,96,94,90,4.3609137687133,0,30610,0,0,76.565,79.623,73.468,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2014,95,93,0,6.4332077800625,0,28470,0,0,81.3048780487805,83.2,79.5,0,0.0,1511.55682689085,0,0,0.0,0.0,0.0
Albania,ALB,2015,99,97,92,1.60377514987108,0,1190,0,6.74,78.644,81.183,76.404,4.33 ,25.1,0.0,20.9 ,18.98 ,99.0,99.0,99.0
Austria,AUT,2015,93,96,0,7.31715887345687,0,3950,0,12.07,81.190243902439,83.7,78.8,11.6 ,29.3,1420.0,18 ,13.63 ,93.0,0.0,93.0
Belgium,BEL,2015,99,96,0,8.43785199879601,0,4780,0,11.82,80.9926829268293,83.4,78.7,10.36 ,22.5,1431.0,20.7 ,13.28 ,99.0,0.0,98.0
Bulgaria,BGR,2015,91,92,0,6.20786531681232,0,4030,0,12.34,74.6146341463415,78.2,71.2,10.89 ,36.7,0.0,24 ,20.41 ,91.0,96.0,92.0
Croatia,HRV,2015,94,93,0,3.94899243160624,0,1840,0,9.07,77.2756097560976,80.4,74.3,9.64 ,33.7,0.0,23.5 ,18.65 ,94.0,98.0,94.0
Cyprus,CYP,2015,97,90,0,5.76948984623052,0,350,0,10.76,80.966,82.873,79.051,9.59 ,22.7,0.0,21.4 ,15.13 ,97.0,0.0,97.0
Czechia,CZE,2015,97,99,0,9.4006680021085,0,5550,0,14.25,78.5780487804878,81.6,75.7,12.76 ,26.9,0.0,25.2 ,17.52 ,97.0,0.0,97.0
Denmark,DNK,2015,93,91,0,5.92946275425465,0,5260,0,10.36,80.7024390243902,82.7,78.8,9.42 ,20.3,1379.93548011519,16.7 ,10.73 ,93.0,0.0,0.0
Estonia,EST,2015,93,93,0,11.8138340162801,0,1420,0,12.39,77.590243902439,82.2,73.2,16.72 ,24.7,1756.0,19.9 ,6.75 ,93.0,95.0,91.0
Finland,FIN,2015,97,95,0,7.81453735635845,0,4960,0,11.18,81.4804878048781,84.4,78.7,8.52 ,18.0,1505.0,20.3 ,5.83 ,97.0,0.0,0.0
France,FRA,2015,97,91,0,4.67780722830743,0,39150,0,12.64,82.3219512195122,85.6,79.2,11.87 ,31.4,1422.21671624761,20.8 ,12.21 ,97.0,0.0,88.0
Germany,DEU,2015,93,97,0,9.08729090938286,0,36740,0,13.06,80.6414634146341,83.1,78.3,11.06 ,22.3,1336.7,20.1 ,12.64 ,92.0,0.0,87.0
Greece,GRC,2015,99,97,0,6.28506953972522,0,4490,0,10.49,81.0365853658537,83.7,78.5,6.68 ,33.5,1706.06073998713,23.6 ,16.45 ,99.0,0.0,96.0
Hungary,HUN,2015,99,99,0,4.40718050056499,0,5370,0,11.6,75.5682926829269,79,72.3,10.95 ,28.7,1683.08111201584,24.3 ,17.16 ,99.0,99.0,0.0
Iceland,ISL,2015,92,93,0,6.22704515448072,0,380,0,8.74,82.4682926829268,83.8,81.2,7.66 ,14.9,1525.59341950646,19.2 ,6.43 ,92.0,0.0,0.0
Ireland,IRL,2015,95,93,0,7.88182481747302,0,9330,0,12.47,81.4536585365854,83.4,79.6,10.81 ,22.3,1616.76189321138,24.4 ,9.16 ,95.0,77.0,95.0
Italy,ITA,2015,93,85,0,5.56325946870661,0,16330,0,7.59,82.5439024390244,84.9,80.3,7.14 ,19.6,1717.5,19.3 ,17.28 ,93.0,0.0,93.0
Latvia,LVA,2015,94,96,0,3.70159303597947,0,1960,0,12.64,74.4804878048781,79.5,69.7,10.8 ,24.4,1632.92096480403,21.1 ,13.4 ,94.0,93.0,94.0
Lithuania,LTU,2015,93,94,0,3.81078921371891,0,3820,0,15.38,74.3219512195122,79.7,69.2,14.2 ,22.4,1632.03692209186,23.7 ,11.44 ,93.0,97.0,94.0
Luxembourg,LUX,2015,99,99,0,16.0286797747925,0,360,0,13.18,82.2926829268293,84.7,80,11.37 ,21.1,1516.32118430076,20.4 ,10.45 ,99.0,0.0,94.0
Malta,MLT,2015,97,89,0,3.72989276922389,0,70,0,7.56,81.8975609756097,84.1,79.8,7.37 ,22.8,0.0,28.3 ,13.85 ,97.0,0.0,95.0
Netherlands,NLD,2015,95,95,0,9.29225024589008,0,8830,0,9.55,81.509756097561,83.2,79.9,8.3 ,22.2,1355.84360902256,19.7 ,12.59 ,95.0,0.0,94.0
North Macedonia,MKD,2015,91,89,0,3.57931928562974,0,560,0,5.93,75.4024390243902,77.4,73.5,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2015,95,95,0,7.61090629497798,0,3350,0,7.52,82.3048780487805,84.2,80.5,5.97 ,19.7,1426.6,22.2 ,6.82 ,95.0,0.0,0.0
Poland,POL,2015,98,96,0,7.61008927540369,0,20500,0,11.63,77.4512195121951,81.6,73.5,10.47 ,22.8,1733.11170838418,21.9 ,22.59 ,92.0,94.0,96.0
Portugal,PRT,2015,98,98,0,4.81266969600543,0,3230,0,11.88,81.1243902439025,84.3,78.1,10.34 ,18.7,1696.65018832152,19.8 ,8.68 ,98.0,32.0,98.0
Romania,ROU,2015,89,86,0,3.70011205782471,0,8530,0,11.64,74.9121951219512,78.6,71.4,9.45 ,20.8,0.0,21.3 ,15.41 ,89.0,98.0,90.0
Serbia,SRB,2015,95,86,0,6.39711758895163,0,3910,0,8.7,75.2878048780488,77.9,72.8,7.2 ,39.1,0.0,20.6 ,25.33 ,95.0,98.0,94.0
Slovak Republic,SVK,2015,96,95,0,5.6694557930868,0,1940,0,11.53,76.5634146341463,80.2,73.1,0,0.0,1672.05178858382,0,0,0.0,0.0,0.0
Slovenia,SVN,2015,95,94,0,6.36772616613116,0,800,0,12.74,80.7756097560976,83.9,77.8,11.49 ,20.4,1644.0,18.9 ,17.55 ,95.0,0.0,0.0
Spain,ESP,2015,97,96,0,5.51794435986542,0,20490,0,11.32,82.8317073170732,85.7,80.1,10.35 ,27.3,1614.0,22.5 ,11.11 ,97.0,0.0,97.0
Sweden,SWE,2015,98,98,0,3.99931163942689,0,5440,0,9.13,82.2048780487805,84.1,80.4,7.13 ,22.1,1465.87117288071,17.8 ,6.37 ,98.0,24.0,53.0
Switzerland,CHE,2015,96,94,0,4.7196487770674,0,2440,0,11.58,82.8975609756098,85.1,80.8,9.62 ,23.1,1576.61996224313,16.6 ,10.82 ,96.0,0.0,0.0
Turkiye,TUR,2015,97,97,90,4.41439884708455,0,31020,0,2.12,76.646,79.787,73.498,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2015,95,93,0,6.15944833302231,0,28360,0,11.21,80.9560975609756,82.8,79.2,0,0.0,1496.47847789237,0,0,0.0,0.0,0.0
Albania,ALB,2016,98,96,92,1.55766435847472,0,1220,0,0,78.86,81.377,76.639,4.38 ,0.0,0.0,21.6 ,18.15 ,98.0,99.0,98.0
Austria,AUT,2016,87,95,0,7.28881998322196,0,3960,0,0,81.6414634146342,84.1,79.3,11.7 ,0.0,1431.0,18.3 ,12.28 ,87.0,0.0,87.0
Belgium,BEL,2016,98,96,0,8.31493180826759,0,4620,0,0,81.4390243902439,84,79,9.42 ,0.0,1435.0,21 ,12.37 ,98.0,0.0,97.0
Bulgaria,BGR,2016,92,92,0,5.83488198114205,0,4050,0,0,74.8121951219512,78.5,71.3,11.13 ,0.0,0.0,24.3 ,19.63 ,92.0,96.0,91.0
Croatia,HRV,2016,93,90,0,4.04374410495304,0,1610,0,0,78.0219512195122,81.3,74.9,10 ,0.0,0.0,24.1 ,17.73 ,93.0,99.0,92.0
Cyprus,CYP,2016,97,90,0,6.02730971623362,0,350,0,0,81.056,83.185,78.945,9.59 ,0.0,0.0,21.6 ,13.67 ,97.0,0.0,97.0
Czechia,CZE,2016,96,98,0,9.62775004201401,0,5580,0,0,79.0268292682927,82.1,76.1,12.92 ,0.0,0.0,25.4 ,16.62 ,96.0,0.0,96.0
Denmark,DNK,2016,94,94,0,6.16619029904351,0,5240,0,0,80.8536585365854,82.8,79,9.51 ,0.0,1389.80435733225,17 ,9.78 ,94.0,0.0,0.0
Estonia,EST,2016,93,93,0,12.1523949650918,0,1360,0,0,77.6414634146342,82.2,73.3,15.61 ,0.0,1747.34174469383,20.3 ,6.2 ,93.0,95.0,93.0
Finland,FIN,2016,92,94,0,8.31619307669468,0,4880,0,0,81.4292682926829,84.4,78.6,8.44 ,0.0,1505.15608599404,20.6 ,5.39 ,92.0,0.0,0.0
France,FRA,2016,96,90,0,4.70474677978042,0,37650,0,0,82.5731707317073,85.8,79.5,11.74 ,0.0,1427.59900469332,21.1 ,11.24 ,96.0,0.0,90.0
Germany,DEU,2016,91,97,0,9.07300668592546,0,36070,0,0,80.990243902439,83.5,78.6,10.96 ,0.0,1333.9,20.4 ,11.66 ,91.0,0.0,88.0
Greece,GRC,2016,99,97,0,6.20361714727342,0,4470,0,0,81.3878048780488,84,78.9,6.68 ,0.0,1726.70086592117,24.2 ,15.17 ,99.0,0.0,96.0
Hungary,HUN,2016,99,99,0,4.50885431998682,0,5540,0,0,76.0634146341464,79.7,72.6,11.28 ,0.0,1701.57517718733,24.6 ,16.18 ,99.0,99.0,0.0
Iceland,ISL,2016,91,91,0,4.85930376381885,0,370,0,0,82.2048780487805,84.1,80.4,7.49 ,0.0,1532.99719887955,19.4 ,5.69 ,91.0,0.0,0.0
Ireland,IRL,2016,95,92,0,8.16346265716804,0,9380,0,0,81.6536585365854,83.6,79.8,11.3 ,0.0,1643.27488330172,25.1 ,8.08 ,95.0,18.0,95.0
Italy,ITA,2016,94,87,0,5.49816514509457,0,16320,0,0,83.2439024390244,85.6,81,7.1 ,0.0,1721.7,19.5 ,15.82 ,93.0,0.0,93.0
Latvia,LVA,2016,98,93,0,3.64882117325033,0,1940,0,0,74.580487804878,79.6,69.8,11.3 ,0.0,1632.23897669332,21.6 ,12.15 ,98.0,96.0,98.0
Lithuania,LTU,2016,94,94,0,3.90484581237184,0,3680,0,0,74.6707317073171,80.1,69.5,13.47 ,0.0,1657.85901386431,24.2 ,10.3 ,94.0,98.0,95.0
Luxembourg,LUX,2016,99,99,0,15.205820446707,0,360,0,0,82.6853658536585,85.4,80.1,11.25 ,0.0,1514.44933426484,20.7 ,9.75 ,99.0,0.0,94.0
