country,LocCode,time_period,dpt,measles,tetanus,co2_metric_tons_per_capita,sf6_metric_tons,nitrous_oxide_metric_tons,hfc_metric_tons,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",life_expectancy_total,life_expectancy_female,life_expectancy_male,alcohol,tobacco,working_hours,bmi_over30,pm2_5,polio,bcg,hepb
Malta,MLT,2016,97,93,0,2.96471337556079,0,60,0,0,82.4536585365854,84.4,80.6,7.59 ,0.0,0.0,28.5 ,13.27 ,97.0,0.0,97.0
Netherlands,NLD,2016,95,94,0,9.30928186562696,0,8600,0,0,81.5609756097561,83.2,80,8.29 ,0.0,1365.71892255892,20 ,11.6 ,95.0,0.0,93.0
North Macedonia,MKD,2016,95,82,0,3.52233313103313,0,590,0,0,75.4,77.5,73.4,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2016,96,96,0,7.40469149534718,0,3380,0,0,82.4073170731707,84.2,80.7,6.03 ,0.0,1430.0,22.5 ,6.33 ,96.0,0.0,0.0
Poland,POL,2016,98,96,0,7.895688724468,0,21420,0,0,77.8512195121951,82,73.9,10.43 ,0.0,1733.61649435009,22.2 ,21.34 ,92.0,93.0,95.0
Portugal,PRT,2016,98,98,0,4.72231126749059,0,3170,0,0,81.1243902439025,84.3,78.1,10.37 ,0.0,1697.90306955148,20.3 ,8.42 ,98.0,0.0,98.0
Romania,ROU,2016,89,86,0,3.63359182666089,0,8630,0,0,75.209756097561,79,71.6,9.57 ,0.0,0.0,21.6 ,14.85 ,89.0,84.0,90.0
Serbia,SRB,2016,92,82,0,6.60496913174049,0,4260,0,0,75.6878048780488,78.3,73.2,7.31 ,0.0,0.0,21.1 ,24.25 ,93.0,98.0,91.0
Slovak Republic,SVK,2016,96,95,0,5.80025255956859,0,2050,0,0,77.1658536585366,80.7,73.8,0,0.0,1657.80541485905,0,0,0.0,0.0,0.0
Slovenia,SVN,2016,94,92,0,6.73109777841337,0,810,0,0,81.1756097560976,84.3,78.2,10.51 ,0.0,1603.0,19.4 ,16.74 ,94.0,0.0,0.0
Spain,ESP,2016,97,97,0,5.31429458078119,0,20280,0,0,83.3292682926829,86.3,80.5,10.81 ,0.0,1620.0,22.8 ,10.04 ,97.0,0.0,97.0
Sweden,SWE,2016,98,97,0,3.90805871150926,0,5460,0,0,82.3073170731707,84.1,80.6,7.15 ,0.0,1478.11109158103,18.1 ,5.88 ,98.0,26.0,67.0
Switzerland,CHE,2016,96,94,0,4.73765637657829,0,2450,0,0,83.6024390243903,85.6,81.7,9.28 ,0.0,1577.04416248937,16.9 ,9.99 ,96.0,0.0,0.0
Turkiye,TUR,2016,98,98,90,4.62346085108821,0,33270,0,0,76.66,79.894,73.448,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2016,94,92,0,5.80400475200463,0,28100,0,0,81.1560975609756,83,79.4,0,0.0,1512.78599892733,0,0,0.0,0.0,0.0
Albania,ALB,2017,99,96,95,1.78878607422544,0,1190,0,0,79.047,81.504,76.873,4.39 ,0.0,0.0,0,19.01 ,99.0,99.0,99.0
Austria,AUT,2017,90,96,0,7.4861615826868,0,3890,0,0,81.6439024390244,84,79.4,11.6 ,0.0,1421.0,0,12.32 ,90.0,0.0,90.0
Belgium,BEL,2017,98,96,0,8.15109567890864,0,4570,0,0,81.4926829268293,83.9,79.2,9.3 ,0.0,1441.0,0,12.33 ,98.0,0.0,97.0
Bulgaria,BGR,2017,92,94,0,6.2012902397538,0,4120,0,0,74.8146341463415,78.4,71.4,10.93 ,0.0,0.0,0,20.3 ,92.0,96.0,92.0
Croatia,HRV,2017,92,89,0,4.22108594829621,0,1740,0,0,77.8268292682927,80.9,74.9,9.7 ,0.0,0.0,0,18.22 ,92.0,98.0,92.0
Cyprus,CYP,2017,97,90,0,6.09007866090625,0,360,0,0,81.328,83.415,79.246,9.59 ,0.0,0.0,0,14.6 ,97.0,0.0,97.0
Czechia,CZE,2017,96,97,0,9.61164734090237,0,5280,0,0,78.9780487804878,82,76.1,12.73 ,0.0,0.0,0,16.99 ,94.0,0.0,94.0
Denmark,DNK,2017,98,97,0,5.74676773694188,0,5250,0,0,81.1024390243903,83.1,79.2,9.3 ,0.0,1383.85454646369,0,9.97 ,98.0,0.0,0.0
Estonia,EST,2017,93,93,0,12.68422804928,0,1400,0,0,78.0926829268293,82.6,73.8,13.08 ,0.0,1756.50539146946,0,5.9 ,93.0,94.0,92.0
Finland,FIN,2017,89,94,0,7.81015415482472,0,4910,0,0,81.6317073170732,84.5,78.9,8.37 ,0.0,1502.22127202304,0,5.37 ,89.0,0.0,0.0
France,FRA,2017,96,90,0,4.74954259812627,0,38620,0,0,82.5756097560976,85.7,79.6,11.69 ,0.0,1416.45472724364,0,11.29 ,96.0,0.0,90.0
Germany,DEU,2017,91,97,0,8.85829384674551,0,34980,0,0,80.9926829268293,83.4,78.7,10.86 ,0.0,1331.2,0,11.78 ,91.0,0.0,88.0
Greece,GRC,2017,99,97,0,6.21125028945613,0,4530,0,0,81.2878048780488,83.9,78.8,6.67 ,0.0,1714.91964545261,0,15.2 ,99.0,0.0,96.0
Hungary,HUN,2017,99,99,0,4.744601547115,0,5570,0,0,75.8170731707317,79.3,72.5,10.79 ,0.0,1693.0980612176,0,16.62 ,99.0,99.0,0.0
Iceland,ISL,2017,89,92,0,4.86313324718888,0,380,0,0,82.6609756097561,84.3,81.1,7.75 ,0.0,1517.6886035313,0,5.75 ,89.0,0.0,0.0
Ireland,IRL,2017,95,92,0,7.85873717272184,0,9730,0,0,82.1560975609756,84,80.4,11.13 ,0.0,1661.56927096266,0,8.13 ,95.0,0.0,95.0
Italy,ITA,2017,95,92,0,5.43785758887894,0,16180,0,0,82.9463414634147,85.2,80.8,7.37 ,0.0,1719.2,0,15.73 ,95.0,0.0,94.0
Latvia,LVA,2017,98,96,0,3.66585517686674,0,1930,0,0,74.6292682926829,79.7,69.8,12.6 ,0.0,1618.5323894824,0,11.46 ,98.0,96.0,98.0
Lithuania,LTU,2017,94,94,0,3.9669029721114,0,3720,0,0,75.4804878048781,80.5,70.7,12.14 ,0.0,1620.89139274549,0,9.91 ,94.0,97.0,94.0
Luxembourg,LUX,2017,99,99,0,15.0921628075447,0,370,0,0,82.0951219512195,84.4,79.9,11.18 ,0.0,1506.16974046237,0,9.84 ,99.0,0.0,94.0
Malta,MLT,2017,98,91,0,3.2478701470014,0,50,0,0,82.3463414634146,84.6,80.2,7.91 ,0.0,0.0,0,12.6 ,98.0,0.0,88.0
Netherlands,NLD,2017,94,93,0,9.09213141299035,0,8400,0,0,81.7609756097561,83.4,80.2,8.31 ,0.0,1364.22783978989,0,11.63 ,94.0,0.0,92.0
North Macedonia,MKD,2017,91,83,0,3.75511807742438,0,580,0,0,75.9536585365854,77.9,74.1,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2017,96,96,0,7.14804433544094,0,3390,0,0,82.609756097561,84.3,81,6 ,0.0,1419.5,0,6.36 ,96.0,0.0,0.0
Poland,POL,2017,96,94,0,8.23861537513202,0,21500,0,0,77.7536585365854,81.8,73.9,10.53 ,0.0,1717.54481668099,0,21.96 ,90.0,92.0,93.0
Portugal,PRT,2017,98,98,0,5.17751927915252,0,3270,0,0,81.4243902439025,84.6,78.4,10.37 ,0.0,1690.19752930912,0,9.04 ,98.0,0.0,98.0
Romania,ROU,2017,82,86,0,3.78840567563889,0,8890,0,0,75.309756097561,79.1,71.7,10.14 ,0.0,0.0,0,15.32 ,82.0,97.0,92.0
Serbia,SRB,2017,95,86,0,6.7427656495243,0,3950,0,0,75.5390243902439,78.1,73.1,7.4 ,0.0,0.0,0,24.95 ,95.0,97.0,93.0
Slovak Republic,SVK,2017,96,96,0,6.17366603061879,0,1950,0,0,77.1658536585366,80.7,73.8,0,0.0,1630.44333081596,0,0,0.0,0.0,0.0
Slovenia,SVN,2017,94,93,0,6.83317938623293,0,810,0,0,81.0292682926829,84,78.2,10.12 ,0.0,1576.0,0,17.08 ,94.0,0.0,0.0
Spain,ESP,2017,95,98,0,5.65425445459575,0,20690,0,0,83.2829268292683,86.1,80.6,10.85 ,0.0,1614.0,0,10.21 ,95.0,0.0,94.0
Sweden,SWE,2017,97,97,0,3.8070342652491,0,5660,0,0,82.409756097561,84.1,80.8,7.04 ,0.0,1466.70910516774,0,5.93 ,97.0,25.0,76.0
Switzerland,CHE,2017,96,95,0,4.57888468817908,0,2440,0,0,83.5512195121951,85.6,81.6,9.16 ,0.0,1559.09025293729,0,9.89 ,96.0,0.0,69.0
Turkiye,TUR,2017,96,96,95,5.0664012114788,0,32870,0,0,77.141,80.293,73.985,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2017,94,92,0,5.55565151375079,0,28370,0,0,81.2560975609756,83.1,79.5,0,0.0,1508.98083943803,0,0,0.0,0.0,0.0
Albania,ALB,2018,99,94,95,1.78273894754715,0,1080,0,7.17,79.184,81.608,77.037,4.44 ,23.0,0.0,0,19.76 ,99.0,99.0,99.0
Austria,AUT,2018,85,94,0,7.13306391934265,0,3830,0,11.96,81.6926829268293,84.1,79.4,11.6 ,26.6,1421.0,0,12.68 ,85.0,0.0,85.0
Belgium,BEL,2018,98,96,0,8.19633858929077,0,4590,0,11.08,81.5951219512195,83.9,79.4,9.22 ,21.6,1445.0,0,12.16 ,98.0,0.0,97.0
Bulgaria,BGR,2018,92,93,0,5.82203361005485,0,4130,0,12.65,74.9634146341464,78.6,71.5,11.53 ,37.0,0.0,0,20.4 ,92.0,96.0,85.0
Croatia,HRV,2018,93,93,0,4.01923466854666,0,1740,0,9.23,78.0707317073171,81.4,74.9,9.63 ,34.9,0.0,0,18.98 ,94.0,98.0,93.0
Cyprus,CYP,2018,99,90,0,5.90729954297613,0,360,0,10.81,81.382,83.058,79.67,9.59 ,22.9,0.0,0,15.38 ,97.0,0.0,97.0
Czechia,CZE,2018,97,96,0,9.49206819894537,0,5140,0,14.45,79.0292682926829,82,76.2,12.73 ,26.7,0.0,0,17.5 ,96.0,0.0,96.0
Denmark,DNK,2018,97,95,0,5.71834355284233,0,4880,0,10.26,80.9536585365854,82.9,79.1,9.32 ,18.1,1362.70325429809,0,10.02 ,97.0,0.0,0.0
Estonia,EST,2018,92,87,0,11.5887036573437,0,1390,0,9.23,78.2439024390244,82.7,74,10.81 ,23.7,1688.10807335661,0,6.7 ,92.0,92.0,93.0
Finland,FIN,2018,91,96,0,8.08263979060102,0,4940,0,10.78,81.7341463414634,84.5,79.1,8.37 ,17.0,1499.39759706372,0,5.57 ,91.0,0.0,0.0
France,FRA,2018,96,90,0,4.5720300891405,0,38120,0,12.33,82.6756097560976,85.8,79.7,11.24 ,31.7,1424.02123613312,0,11.23 ,96.0,0.0,91.0
Germany,DEU,2018,91,97,0,8.53619609072659,0,33120,0,12.91,80.8926829268293,83.3,78.6,10.88 ,20.9,1329.7,0,11.7 ,91.0,0.0,88.0
Greece,GRC,2018,99,97,0,6.05801840018985,0,4330,0,10.18,81.7878048780488,84.4,79.3,6.45 ,31.9,1734.15069827828,0,15.69 ,99.0,0.0,96.0
Hungary,HUN,2018,99,99,0,4.74652935890747,0,5930,0,11.35,76.0658536585366,79.6,72.7,10.79 ,28.0,1681.89780710856,0,17.25 ,99.0,99.0,0.0
Iceland,ISL,2018,91,93,0,4.81967347473986,0,380,0,9.12,82.8609756097561,84.5,81.3,7.72 ,12.6,1507.39107883817,0,5.89 ,91.0,0.0,0.0
Ireland,IRL,2018,94,92,0,7.73732378325387,0,9510,0,12.88,82.2048780487805,84.1,80.4,11.15 ,20.3,1681.22575996972,0,8.31 ,94.0,0.0,94.0
Italy,ITA,2018,95,93,0,5.37687092998968,0,15390,0,7.84,83.3463414634146,85.6,81.2,7.81 ,19.6,1719.4,0,15.97 ,95.0,0.0,95.0
Latvia,LVA,2018,96,98,0,4.04218817909178,0,1860,0,12.77,74.7829268292683,79.7,70.1,13.2 ,23.8,1638.14831221322,0,12.84 ,96.0,95.0,96.0
Lithuania,LTU,2018,92,92,0,4.15842256161348,0,3570,0,13.22,75.6804878048781,80.7,70.9,11.77 ,21.9,1628.02837992883,0,11.12 ,92.0,96.0,93.0
Luxembourg,LUX,2018,99,99,0,15.3302075743469,0,370,0,12.94,82.2951219512195,84.6,80.1,10.98 ,20.3,1506.46571663769,0,9.71 ,99.0,0.0,96.0
Malta,MLT,2018,97,96,0,3.19831614286421,0,50,0,7.99,82.4487804878049,84.6,80.4,7.95 ,22.1,0.0,0,13.79 ,97.0,0.0,98.0
Netherlands,NLD,2018,93,93,0,8.78385000800575,0,7960,0,9.61,81.8121951219512,83.4,80.3,8.33 ,20.8,1363.94065092534,0,11.49 ,93.0,0.0,92.0
North Macedonia,MKD,2018,92,75,0,3.51601021990228,0,560,0,6.16,76.6487804878049,78.8,74.6,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2018,96,96,0,7.07654265477615,0,3360,0,7.41,82.7585365853659,84.5,81.1,6.02 ,17.0,1419.2,0,6.33 ,96.0,0.0,0.0
Poland,POL,2018,95,93,0,8.21361572260802,0,21400,0,11.71,77.6024390243903,81.7,73.7,10.62 ,21.2,1696.86553670826,0,22.51 ,87.0,92.0,91.0
Portugal,PRT,2018,99,99,0,4.81338552923222,0,2950,0,12.03,81.3243902439024,84.5,78.3,10.37 ,19.7,1697.44862690842,0,7.9 ,99.0,0.0,98.0
Romania,ROU,2018,86,90,0,3.86105156993701,0,8950,0,11.74,75.3585365853659,79.2,71.7,10.96 ,20.4,0.0,0,15.6 ,86.0,96.0,93.0
Serbia,SRB,2018,96,92,0,6.60641804520422,0,3480,0,8.75,75.890243902439,78.4,73.5,7.62 ,39.0,0.0,0,25.86 ,96.0,98.0,91.0
Slovak Republic,SVK,2018,96,96,0,6.05863547411852,0,2020,0,11.14,77.2658536585366,80.8,73.9,0,0.0,1620.78522314324,0,0,0.0,0.0,0.0
Slovenia,SVN,2018,93,93,0,6.78433887885504,0,810,0,11.9,81.3780487804878,84.4,78.5,9.99 ,20.0,1559.0,0,17.77 ,93.0,0.0,0.0
Spain,ESP,2018,96,98,0,5.49257147137707,0,20420,0,12.72,83.4317073170732,86.3,80.7,10.39 ,27.0,1618.0,0,10.08 ,96.0,0.0,96.0
Sweden,SWE,2018,97,97,0,3.53899174224082,0,5440,0,8.93,82.5585365853659,84.3,80.9,7.2 ,19.6,1466.18058667684,0,6.09 ,97.0,26.0,92.0
Switzerland,CHE,2018,96,95,0,4.4019909898051,0,2410,0,11.53,83.7536585365854,85.7,81.9,9.17 ,23.0,1551.41571943214,0,10.01 ,96.0,0.0,69.0
Turkiye,TUR,2018,98,96,95,4.97202598135987,0,32690,0,2.05,77.563,80.684,74.417,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2018,94,92,0,5.42774817696291,0,28130,0,11.45,81.2560975609756,83.1,79.5,0,0.0,1510.4689121158,0,0,0.0,0.0,0.0
Albania,ALB,2019,99,95,96,1.69224831964856,0,1100,0,0,79.282,81.666,77.168,4.4 ,23.0,0.0,0,16.28 ,99.0,99.0,99.0
Austria,AUT,2019,85,95,0,7.2939842524557,0,3850,0,0,81.8951219512195,84.2,79.7,11.9 ,25.6,1430.26217450533,0,11.51 ,85.0,0.0,85.0
Belgium,BEL,2019,97,96,0,8.09558395403513,0,4580,0,0,81.9951219512195,84.3,79.8,9.15 ,21.4,1443.0,0,11.26 ,98.0,0.0,97.0
Bulgaria,BGR,2019,93,95,0,5.61085727989368,0,4160,0,0,75.1121951219512,78.8,71.6,11.18 ,37.1,0.0,0,17.29 ,93.0,96.0,93.0
Croatia,HRV,2019,94,93,0,4.06370783264011,0,1720,0,0,78.4243902439025,81.6,75.4,9.64 ,35.6,0.0,0,15.29 ,94.0,98.0,93.0
Cyprus,CYP,2019,96,86,0,5.85106560779507,0,370,0,0,81.397,83.27,79.508,9.59 ,23.2,0.0,0,14.52 ,96.0,0.0,94.0
Czechia,CZE,2019,97,92,0,9.02278615795801,0,5320,0,0,79.2292682926829,82.2,76.4,12.73 ,26.5,0.0,0,14.34 ,97.0,0.0,97.0
Denmark,DNK,2019,97,96,0,5.10798850907958,0,5170,0,0,81.4512195121951,83.5,79.5,9.16 ,17.8,1359.80330331394,0,9.66 ,97.0,0.0,0.0
Estonia,EST,2019,91,88,0,7.67202927819305,0,1400,0,0,78.6463414634147,83,74.5,11.65 ,23.5,1675.58538555173,0,6.35 ,91.0,92.0,91.0
Finland,FIN,2019,91,96,0,7.37285476082008,0,5010,0,0,81.9829268292683,84.8,79.3,8.23 ,16.6,1494.28717968551,0,5.47 ,91.0,0.0,0.0
France,FRA,2019,96,92,0,4.45954746474334,0,38260,0,0,82.8268292682927,85.9,79.9,11.44 ,31.9,1428.33308480163,0,10.46 ,96.0,0.0,91.0
Germany,DEU,2019,91,97,0,7.91162101567715,0,34120,0,0,81.2926829268293,83.7,79,10.56 ,20.4,1328.5,0,10.73 ,91.0,0.0,88.0
Greece,GRC,2019,99,97,0,5.59618906985928,0,4270,0,0,81.6390243902439,84.2,79.2,6.33 ,31.2,1707.39782053852,0,14.62 ,99.0,0.0,96.0
Hungary,HUN,2019,99,99,0,4.74663102989868,0,5700,0,0,76.3195121951219,79.7,73.1,10.79 ,28.0,1681.23282449943,0,14.24 ,99.0,99.0,0.0
Iceland,ISL,2019,92,93,0,4.54844225751086,0,370,0,0,83.1634146341463,84.7,81.7,7.72 ,12.5,1492.69890795632,0,5.79 ,93.0,0.0,0.0
Ireland,IRL,2019,94,91,0,7.24514322077522,0,9250,0,0,82.7024390243903,84.7,80.8,10.91 ,19.7,1683.66902017952,0,8.2 ,94.0,0.0,93.0
Italy,ITA,2019,96,94,0,5.31131544170879,0,15340,0,0,83.4975609756098,85.7,81.4,7.65 ,19.6,1710.2,0,14.22 ,96.0,0.0,95.0
Latvia,LVA,2019,99,99,0,3.95543586167438,0,1940,0,0,75.3878048780488,80.1,70.9,12.9 ,23.8,1606.03264692246,0,12.02 ,99.0,96.0,99.0
Lithuania,LTU,2019,92,93,0,4.19807602212644,0,3650,0,0,76.2829268292683,81.2,71.6,11.93 ,21.8,1630.75328303012,0,10.37 ,92.0,97.0,92.0
Luxembourg,LUX,2019,99,99,0,15.3064265559542,0,380,0,0,82.6390243902439,85.2,80.2,11 ,20.1,1504.61177451917,0,8.89 ,99.0,0.0,96.0
Malta,MLT,2019,98,96,0,3.29324560594014,0,50,0,0,82.8585365853659,84.6,81.2,8.07 ,21.8,0.0,0,12.93 ,98.0,0.0,98.0
Netherlands,NLD,2019,94,94,0,8.43707462722941,0,8120,0,0,82.1121951219512,83.7,80.6,8.23 ,20.3,1369.56903661127,0,10.74 ,94.0,0.0,92.0
North Macedonia,MKD,2019,92,75,0,3.99673721344351,0,540,0,0,76.6024390243903,78.6,74.7,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2019,97,97,0,6.7222699848575,0,3400,0,0,82.9585365853659,84.7,81.3,6.05 ,16.2,1418.6,0,6.3 ,97.0,0.0,96.0
Poland,POL,2019,95,93,0,7.77364183861292,0,21680,0,0,77.9048780487805,81.9,74.1,10.96 ,20.7,1691.84160750055,0,18.83 ,87.0,92.0,91.0
Portugal,PRT,2019,99,99,0,4.33976842606964,0,2980,0,0,81.6756097560976,84.8,78.7,10.37 ,20.0,1698.80342495958,0,7.34 ,99.0,0.0,98.0
Romania,ROU,2019,88,90,0,3.81743447683141,0,8940,0,0,75.6073170731707,79.5,71.9,10.96 ,20.2,0.0,0,13.3 ,88.0,96.0,90.0
Serbia,SRB,2019,97,87,0,6.61604693907974,0,3950,0,0,75.9365853658537,78.6,73.4,7.45 ,39.0,0.0,0,21.74 ,97.0,98.0,94.0
Slovak Republic,SVK,2019,97,96,0,5.69841625532024,0,2020,0,0,77.6658536585366,81.2,74.3,0,0.0,1606.36083168832,0,0,0.0,0.0,0.0
Slovenia,SVN,2019,95,94,0,6.51220937780615,0,810,0,0,81.5292682926829,84.5,78.7,11.05 ,19.8,1557.0,0,14.08 ,95.0,0.0,0.0
Spain,ESP,2019,95,98,0,5.09135092007508,0,20060,0,0,83.8317073170732,86.7,81.1,10.73 ,26.9,1603.0,0,9.34 ,95.0,0.0,95.0
Sweden,SWE,2019,98,97,0,3.4050379189887,0,5640,0,0,83.109756097561,84.8,81.5,7.1 ,19.0,1453.42360181864,0,5.96 ,98.0,25.0,97.0
Switzerland,CHE,2019,96,95,0,4.35904146198319,0,2420,0,0,83.9048780487805,85.8,82.1,9.41 ,23.0,1549.43467859147,0,8.97 ,96.0,0.0,69.0
Turkiye,TUR,2019,99,97,95,4.75361752810222,0,34730,0,0,77.832,80.953,74.68,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2019,93,91,0,5.22051448799294,0,28370,0,0,81.2048780487805,83.1,79.4,0,0.0,1513.03646807871,0,0,0.0,0.0,0.0
Albania,ALB,2020,98,91,96,0,0,0,0,0,76.989,79.676,74.632,0,0.0,0.0,0,0,98.0,98.0,98.0
Austria,AUT,2020,85,95,0,0,0,0,0,0,81.1926829268293,83.6,78.9,0,0.0,1322.36989361291,0,0,85.0,0.0,85.0
Belgium,BEL,2020,97,96,0,0,0,0,0,0,80.7951219512195,83.1,78.6,0,0.0,1353.0,0,0,98.0,0.0,97.0
Bulgaria,BGR,2020,91,88,0,0,0,0,0,0,73.6073170731707,77.5,69.9,0,0.0,0.0,0,0,91.0,97.0,91.0
Croatia,HRV,2020,94,91,0,0,0,0,0,0,77.7243902439024,80.9,74.7,0,0.0,0.0,0,0,94.0,98.0,91.0
Cyprus,CYP,2020,96,86,0,0,0,0,0,0,81.391,83.448,79.345,0,0.0,0.0,0,0,96.0,0.0,94.0
Czechia,CZE,2020,97,94,0,0,0,0,0,0,78.2268292682927,81.3,75.3,0,0.0,0.0,0,0,96.0,0.0,96.0
Denmark,DNK,2020,97,94,0,0,0,0,0,0,81.5512195121951,83.6,79.6,0,0.0,1327.69437014534,0,0,97.0,0.0,0.0
Estonia,EST,2020,91,91,0,0,0,0,0,0,78.3463414634146,82.7,74.2,0,0.0,1623.39465431459,0,0,91.0,91.0,90.0
Finland,FIN,2020,90,95,0,0,0,0,0,0,82.1317073170732,85,79.4,0,0.0,1487.43527321507,0,0,90.0,0.0,0.0
France,FRA,2020,96,92,0,0,0,0,0,0,82.1756097560976,85.3,79.2,0,0.0,1325.96863351574,0,0,96.0,0.0,91.0
Germany,DEU,2020,91,97,0,0,0,0,0,0,80.9414634146342,83.4,78.6,0,0.0,1284.4,0,0,91.0,0.0,88.0
Greece,GRC,2020,99,97,0,0,0,0,0,0,81.0878048780488,83.7,78.6,0,0.0,1540.29065063591,0,0,99.0,0.0,96.0
Hungary,HUN,2020,99,99,0,0,0,0,0,0,75.6170731707317,79.1,72.3,0,0.0,1624.88966025623,0,0,99.0,99.0,0.0
Iceland,ISL,2020,93,93,0,0,0,0,0,0,83.0658536585366,84.5,81.7,0,0.0,1462.00656096227,0,0,93.0,0.0,0.0
Ireland,IRL,2020,94,92,0,0,0,0,0,0,82.2048780487805,84.1,80.4,0,0.0,1600.16108504217,0,0,94.0,0.0,94.0
Italy,ITA,2020,94,92,0,0,0,0,0,0,82.3439024390244,84.7,80.1,0,0.0,1553.6,0,0,94.0,0.0,94.0
Latvia,LVA,2020,99,99,0,0,0,0,0,0,75.3878048780488,80.1,70.9,0,0.0,1560.78695325252,0,0,99.0,99.0,99.0
Lithuania,LTU,2020,91,90,0,0,0,0,0,0,74.9292682926829,80,70.1,0,0.0,1573.46883300437,0,0,91.0,96.0,91.0
Luxembourg,LUX,2020,99,99,0,0,0,0,0,0,81.7414634146342,84.2,79.4,0,0.0,1431.0396837546,0,0,99.0,0.0,96.0
Malta,MLT,2020,98,95,0,0,0,0,0,0,82.6536585365854,84.6,80.8,0,0.0,0.0,0,0,98.0,0.0,98.0
Netherlands,NLD,2020,94,94,0,0,0,0,0,0,81.409756097561,83.1,79.8,0,0.0,1337.95640085935,0,0,94.0,0.0,93.0
North Macedonia,MKD,2020,84,63,0,0,0,0,0,0,75.6931707317073,77.87,73.62,0,0.0,0.0,0,0,0.0,0.0,0.0
Norway,NOR,2020,97,97,0,0,0,0,0,0,83.209756097561,84.9,81.6,0,0.0,1410.7,0,0,97.0,0.0,97.0
Poland,POL,2020,90,80,0,0,0,0,0,0,76.6,80.8,72.6,0,0.0,1685.24906560123,0,0,91.0,91.0,90.0
Portugal,PRT,2020,99,99,0,0,0,0,0,0,80.9756097560976,84.1,78,0,0.0,1574.4852779917,0,0,99.0,0.0,99.0
Romania,ROU,2020,87,87,0,0,0,0,0,0,74.3536585365854,78.4,70.5,0,0.0,0.0,0,0,87.0,97.0,87.0
Serbia,SRB,2020,92,78,0,0,0,0,0,0,74.2292682926829,77.2,71.4,0,0.0,0.0,0,0,92.0,98.0,87.0
Slovak Republic,SVK,2020,97,96,0,0,0,0,0,0,76.8658536585366,80.4,73.5,0,0.0,1500.90702041025,0,0,0.0,0.0,0.0
Slovenia,SVN,2020,95,94,0,0,0,0,0,0,80.5317073170732,83.4,77.8,0,0.0,1474.0,0,0,95.0,0.0,0.0
Spain,ESP,2020,94,96,0,0,0,0,0,0,82.3341463414634,85.1,79.7,0,0.0,1516.0,0,0,94.0,0.0,94.0
Sweden,SWE,2020,97,97,0,0,0,0,0,0,82.4073170731707,84.2,80.7,0,0.0,1426.15544289783,0,0,97.0,26.0,97.0
Switzerland,CHE,2020,96,97,0,0,0,0,0,0,83.1,85.2,81.1,0,0.0,1498.49979109325,0,0,96.0,0.0,72.0
Turkiye,TUR,2020,98,95,95,0,0,0,0,0,75.85,79.061,72.772,0,0.0,0.0,0,0,0.0,0.0,0.0
United Kingdom,GBR,2020,93,91,0,0,0,0,0,0,80.9024390243903,82.9,79,0,0.0,1364.63930304438,0,0,0.0,0.0,0.0
